Domain,Area,Element,Months,Year,Unit,Value
"Temperature change","Romania","Temperature change","August","2005","°C","0.442"
"Temperature change","Romania","Temperature change","August","2006","°C","0.673"
"Temperature change","Romania","Temperature change","August","2007","°C","2.384"
"Temperature change","Romania","Temperature change","August","2008","°C","2.374"
"Temperature change","Romania","Temperature change","August","2009","°C","1.644"
"Temperature change","Romania","Temperature change","August","2010","°C","3.006"
"Temperature change","Romania","Temperature change","August","2011","°C","1.68"
"Temperature change","Romania","Temperature change","August","2012","°C","2.861"
"Temperature change","Romania","Temperature change","August","2013","°C","2.375"
"Temperature change","Romania","Temperature change","September","2000","°C","-0.477"
"Temperature change","Romania","Temperature change","September","2001","°C","0.122"
"Temperature change","Romania","Temperature change","September","2002","°C","-0.109"
"Temperature change","Romania","Temperature change","September","2003","°C","-0.256"
"Temperature change","Romania","Temperature change","September","2004","°C","-0.073"
"Temperature change","Romania","Temperature change","September","2005","°C","1.072"
"Temperature change","Romania","Temperature change","September","2006","°C","1.013"
"Temperature change","Romania","Temperature change","September","2007","°C","-0.619"
"Temperature change","Romania","Temperature change","September","2008","°C","-0.585"
"Temperature change","Romania","Temperature change","September","2009","°C","1.72"
"Temperature change","Romania","Temperature change","September","2010","°C","0.202"
"Temperature change","Romania","Temperature change","September","2011","°C","3.237"
"Temperature change","Romania","Temperature change","September","2012","°C","2.96"
"Temperature change","Romania","Temperature change","September","2013","°C","-0.804"
"Temperature change","Romania","Temperature change","October","2000","°C","1.251"
"Temperature change","Romania","Temperature change","October","2001","°C","2.361"
"Temperature change","Romania","Temperature change","October","2002","°C","0.187"
"Temperature change","Romania","Temperature change","October","2003","°C","-1.329"
"Temperature change","Romania","Temperature change","October","2004","°C","1.881"
"Temperature change","Romania","Temperature change","October","2005","°C","0.351"
"Temperature change","Romania","Temperature change","October","2006","°C","1.755"
"Temperature change","Romania","Temperature change","October","2007","°C","0.39"
"Temperature change","Romania","Temperature change","October","2008","°C","1.735"
"Temperature change","Romania","Temperature change","October","2009","°C","0.953"
"Temperature change","Romania","Temperature change","October","2010","°C","-2.12"
"Temperature change","Romania","Temperature change","October","2011","°C","-0.795"
"Temperature change","Romania","Temperature change","October","2012","°C","2.505"
"Temperature change","Romania","Temperature change","October","2013","°C","1.151"
"Temperature change","Romania","Temperature change","November","2000","°C","3.485"
"Temperature change","Romania","Temperature change","November","2001","°C","-1.615"
"Temperature change","Romania","Temperature change","November","2002","°C","1.935"
"Temperature change","Romania","Temperature change","November","2003","°C","1.338"
"Temperature change","Romania","Temperature change","November","2004","°C","0.781"
"Temperature change","Romania","Temperature change","November","2005","°C","-0.971"
"Temperature change","Romania","Temperature change","November","2006","°C","0.933"
"Temperature change","Romania","Temperature change","November","2007","°C","-1.925"
"Temperature change","Romania","Temperature change","November","2008","°C","0.979"
"Temperature change","Romania","Temperature change","November","2009","°C","2.021"
"Temperature change","Romania","Temperature change","November","2010","°C","4.504"
"Temperature change","Romania","Temperature change","November","2011","°C","-2.514"
"Temperature change","Romania","Temperature change","November","2012","°C","1.952"
"Temperature change","Romania","Temperature change","November","2013","°C","2.899"
"Temperature change","Romania","Temperature change","December","2000","°C","2.427"
"Temperature change","Romania","Temperature change","December","2001","°C","-5.061"
"Temperature change","Romania","Temperature change","December","2002","°C","-3.269"
"Temperature change","Romania","Temperature change","December","2003","°C","0.165"
"Temperature change","Romania","Temperature change","December","2004","°C","1.565"
"Temperature change","Romania","Temperature change","December","2005","°C","0.871"
"Temperature change","Romania","Temperature change","December","2006","°C","2.002"
"Temperature change","Romania","Temperature change","December","2007","°C","-0.843"
"Temperature change","Romania","Temperature change","December","2008","°C","2.011"
"Temperature change","Romania","Temperature change","December","2009","°C","0.861"
"Temperature change","Romania","Temperature change","December","2010","°C","-0.72"
"Temperature change","Romania","Temperature change","December","2011","°C","2.135"
"Temperature change","Romania","Temperature change","December","2012","°C","-1.552"
"Temperature change","Romania","Temperature change","December","2013","°C","0.152"
"Temperature change","Slovakia","Temperature change","January","2000","°C","-0.388"
"Temperature change","Slovakia","Temperature change","January","2001","°C","2.536"
"Temperature change","Slovakia","Temperature change","January","2002","°C","1.806"
"Temperature change","Slovakia","Temperature change","January","2003","°C","0.178"
"Temperature change","Slovakia","Temperature change","January","2004","°C","-0.792"
"Temperature change","Slovakia","Temperature change","January","2005","°C","2.008"
"Temperature change","Slovakia","Temperature change","January","2006","°C","-1.94"
"Temperature change","Slovakia","Temperature change","January","2007","°C","6.55"
"Temperature change","Slovakia","Temperature change","January","2008","°C","3.902"
"Temperature change","Slovakia","Temperature change","January","2009","°C","0.368"
"Temperature change","Slovakia","Temperature change","January","2010","°C","-0.684"
"Temperature change","Slovakia","Temperature change","January","2011","°C","1.917"
"Temperature change","Slovakia","Temperature change","January","2012","°C","2.134"
"Temperature change","Slovakia","Temperature change","January","2013","°C","1.401"
"Temperature change","Slovakia","Temperature change","February","2000","°C","2.754"
"Temperature change","Slovakia","Temperature change","February","2001","°C","2.037"
"Temperature change","Slovakia","Temperature change","February","2002","°C","4.696"
"Temperature change","Slovakia","Temperature change","February","2003","°C","-3.189"
"Temperature change","Slovakia","Temperature change","February","2004","°C","1.139"
"Temperature change","Slovakia","Temperature change","February","2005","°C","-2.405"
"Temperature change","Slovakia","Temperature change","February","2006","°C","-1.357"
"Temperature change","Slovakia","Temperature change","February","2007","°C","3.985"
"Temperature change","Slovakia","Temperature change","February","2008","°C","3.507"
"Temperature change","Slovakia","Temperature change","February","2009","°C","0.552"
"Temperature change","Slovakia","Temperature change","February","2010","°C","0.32"
"Temperature change","Slovakia","Temperature change","February","2011","°C","-0.46"
"Temperature change","Slovakia","Temperature change","February","2012","°C","-4.372"
"Temperature change","Slovakia","Temperature change","February","2013","°C","1.162"
"Temperature change","Slovakia","Temperature change","March","2000","°C","0.929"
"Temperature change","Slovakia","Temperature change","March","2001","°C","2.378"
"Temperature change","Slovakia","Temperature change","March","2002","°C","2.751"
"Temperature change","Slovakia","Temperature change","March","2003","°C","0.664"
"Temperature change","Slovakia","Temperature change","March","2004","°C","0.595"
"Temperature change","Slovakia","Temperature change","March","2005","°C","-1.406"
"Temperature change","Slovakia","Temperature change","March","2006","°C","-1.41"
"Temperature change","Slovakia","Temperature change","March","2007","°C","3.569"
"Temperature change","Slovakia","Temperature change","March","2008","°C","1.41"
"Temperature change","Slovakia","Temperature change","March","2009","°C","0.665"
"Temperature change","Slovakia","Temperature change","March","2010","°C","0.922"
"Temperature change","Slovakia","Temperature change","March","2011","°C","1.65"
"Temperature change","Slovakia","Temperature change","March","2012","°C","2.616"
"Temperature change","Slovakia","Temperature change","March","2013","°C","-1.703"
"Temperature change","Slovakia","Temperature change","April","2000","°C","3.507"
"Temperature change","Slovakia","Temperature change","April","2001","°C","0.262"
"Temperature change","Slovakia","Temperature change","April","2002","°C","0.609"
"Temperature change","Slovakia","Temperature change","April","2003","°C","-0.387"
"Temperature change","Slovakia","Temperature change","April","2004","°C","1.407"
"Temperature change","Slovakia","Temperature change","April","2005","°C","1.326"
"Temperature change","Slovakia","Temperature change","April","2006","°C","1.693"
"Temperature change","Slovakia","Temperature change","April","2007","°C","2.146"
"Temperature change","Slovakia","Temperature change","April","2008","°C","1.114"
"Temperature change","Slovakia","Temperature change","April","2009","°C","4.215"
"Temperature change","Slovakia","Temperature change","April","2010","°C","1.069"
"Temperature change","Slovakia","Temperature change","April","2011","°C","2.687"
"Temperature change","Slovakia","Temperature change","April","2012","°C","1.681"
"Temperature change","Slovakia","Temperature change","April","2013","°C","1.747"
"Temperature change","Slovakia","Temperature change","May","2000","°C","2.701"
"Temperature change","Slovakia","Temperature change","May","2001","°C","2.239"
"Temperature change","Slovakia","Temperature change","May","2002","°C","3.622"
"Temperature change","Slovakia","Temperature change","May","2003","°C","3.943"
"Temperature change","Slovakia","Temperature change","May","2004","°C","-0.606"
"Temperature change","Slovakia","Temperature change","May","2005","°C","1.275"
"Temperature change","Slovakia","Temperature change","May","2006","°C","0.365"
"Temperature change","Slovakia","Temperature change","May","2007","°C","2.694"
"Temperature change","Slovakia","Temperature change","May","2008","°C","1.468"
"Temperature change","Slovakia","Temperature change","May","2009","°C","1.485"
"Temperature change","Slovakia","Temperature change","May","2010","°C","0.829"
"Temperature change","Slovakia","Temperature change","May","2011","°C","1.123"
"Temperature change","Slovakia","Temperature change","May","2012","°C","2.04"
"Temperature change","Slovakia","Temperature change","May","2013","°C","1.328"
"Temperature change","Slovakia","Temperature change","June","2000","°C","1.537"
"Temperature change","Slovakia","Temperature change","June","2001","°C","-1.001"
"Temperature change","Slovakia","Temperature change","June","2002","°C","1.86"
"Temperature change","Slovakia","Temperature change","June","2003","°C","3.24"
"Temperature change","Slovakia","Temperature change","June","2004","°C","0.028"
"Temperature change","Slovakia","Temperature change","June","2005","°C","0.094"
"Temperature change","Slovakia","Temperature change","June","2006","°C","0.8"
"Temperature change","Slovakia","Temperature change","June","2007","°C","2.729"
"Temperature change","Slovakia","Temperature change","June","2008","°C","2.048"
"Temperature change","Slovakia","Temperature change","June","2009","°C","0.06"
"Temperature change","Slovakia","Temperature change","June","2010","°C","1.058"
"Temperature change","Slovakia","Temperature change","June","2011","°C","1.542"
"Temperature change","Slovakia","Temperature change","June","2012","°C","2.043"
"Temperature change","Slovakia","Temperature change","June","2013","°C","1.272"
"Temperature change","Slovakia","Temperature change","July","2000","°C","-0.67"
"Temperature change","Slovakia","Temperature change","July","2001","°C","1.523"
"Temperature change","Slovakia","Temperature change","July","2002","°C","2.578"
"Temperature change","Slovakia","Temperature change","July","2003","°C","1.805"
"Temperature change","Slovakia","Temperature change","July","2004","°C","0.581"
"Temperature change","Slovakia","Temperature change","July","2005","°C","1.229"
"Temperature change","Slovakia","Temperature change","July","2006","°C","3.322"
"Temperature change","Slovakia","Temperature change","July","2007","°C","2.296"
"Temperature change","Slovakia","Temperature change","July","2008","°C","0.864"
"Temperature change","Slovakia","Temperature change","July","2009","°C","2.069"
"Temperature change","Slovakia","Temperature change","July","2010","°C","2.698"
"Temperature change","Slovakia","Temperature change","July","2011","°C","0.236"
"Temperature change","Slovakia","Temperature change","July","2012","°C","2.802"
"Temperature change","Slovakia","Temperature change","July","2013","°C","1.925"
"Temperature change","Slovakia","Temperature change","August","2000","°C","2.38"
"Temperature change","Slovakia","Temperature change","August","2001","°C","2.438"
"Temperature change","Slovakia","Temperature change","August","2002","°C","1.939"
"Temperature change","Slovakia","Temperature change","August","2003","°C","3.378"
"Temperature change","Slovakia","Temperature change","August","2004","°C","1.268"
"Temperature change","Slovakia","Temperature change","August","2005","°C","-0.005"
"Temperature change","Slovakia","Temperature change","August","2006","°C","-0.398"
"Temperature change","Slovakia","Temperature change","August","2007","°C","2.091"
"Temperature change","Slovakia","Temperature change","August","2008","°C","1.43"
"Temperature change","Slovakia","Temperature change","August","2009","°C","2.115"
"Temperature change","Slovakia","Temperature change","August","2010","°C","1.274"
"Temperature change","Slovakia","Temperature change","August","2011","°C","2.258"
"Temperature change","Slovakia","Temperature change","August","2012","°C","2.432"
"Temperature change","Slovakia","Temperature change","August","2013","°C","2.381"
"Temperature change","Slovakia","Temperature change","September","2000","°C","-0.316"
"Temperature change","Slovakia","Temperature change","September","2001","°C","-1.354"
"Temperature change","Slovakia","Temperature change","September","2002","°C","-0.535"
"Temperature change","Slovakia","Temperature change","September","2003","°C","0.476"
"Temperature change","Slovakia","Temperature change","September","2004","°C","-0.161"
"Temperature change","Slovakia","Temperature change","September","2005","°C","1.405"
"Temperature change","Slovakia","Temperature change","September","2006","°C","2.275"
"Temperature change","Slovakia","Temperature change","September","2007","°C","-1.171"
"Temperature change","Slovakia","Temperature change","September","2008","°C","-0.561"
"Temperature change","Slovakia","Temperature change","September","2009","°C","2.345"
"Temperature change","Slovakia","Temperature change","September","2010","°C","-1.017"
"Temperature change","Slovakia","Temperature change","September","2011","°C","2.899"
"Temperature change","Slovakia","Temperature change","September","2012","°C","1.958"
"Temperature change","Slovakia","Temperature change","September","2013","°C","-0.934"
"Temperature change","Slovakia","Temperature change","October","2000","°C","3.476"
"Temperature change","Slovakia","Temperature change","October","2001","°C","3.273"
"Temperature change","Slovakia","Temperature change","October","2002","°C","-0.847"
"Temperature change","Slovakia","Temperature change","October","2003","°C","-2.625"
"Temperature change","Slovakia","Temperature change","October","2004","°C","1.796"
"Temperature change","Slovakia","Temperature change","October","2005","°C","1.138"
"Temperature change","Slovakia","Temperature change","October","2006","°C","2.29"
"Temperature change","Slovakia","Temperature change","October","2007","°C","-0.362"
"Temperature change","Slovakia","Temperature change","October","2008","°C","1.594"
"Temperature change","Slovakia","Temperature change","October","2009","°C","-0.235"
"Temperature change","Slovakia","Temperature change","October","2010","°C","-1.969"
"Temperature change","Slovakia","Temperature change","October","2011","°C","-0.122"
"Temperature change","Slovakia","Temperature change","October","2012","°C","0.748"
"Temperature change","Slovakia","Temperature change","October","2013","°C","2.005"
"Temperature change","Slovakia","Temperature change","November","2000","°C","3.621"
"Temperature change","Slovakia","Temperature change","November","2001","°C","-1.814"
"Temperature change","Slovakia","Temperature change","November","2002","°C","2.22"
"Temperature change","Slovakia","Temperature change","November","2003","°C","2.23"
"Temperature change","Slovakia","Temperature change","November","2004","°C","0.569"
"Temperature change","Slovakia","Temperature change","November","2005","°C","-0.837"
"Temperature change","Slovakia","Temperature change","November","2006","°C","2.186"
"Temperature change","Slovakia","Temperature change","November","2007","°C","-1.597"
"Temperature change","Slovakia","Temperature change","November","2008","°C","1.871"
"Temperature change","Slovakia","Temperature change","November","2009","°C","2.144"
"Temperature change","Slovakia","Temperature change","November","2010","°C","3.141"
"Temperature change","Slovakia","Temperature change","November","2011","°C","-1.048"
"Temperature change","Slovakia","Temperature change","November","2012","°C","2.541"
"Temperature change","Slovakia","Temperature change","November","2013","°C","1.886"
"Temperature change","Slovakia","Temperature change","December","2000","°C","2.376"
"Temperature change","Slovakia","Temperature change","December","2001","°C","-4.139"
"Temperature change","Slovakia","Temperature change","December","2002","°C","-1.875"
"Temperature change","Slovakia","Temperature change","December","2003","°C","0.764"
"Temperature change","Slovakia","Temperature change","December","2004","°C","0.939"
"Temperature change","Slovakia","Temperature change","December","2005","°C","-0.299"
"Temperature change","Slovakia","Temperature change","December","2006","°C","2.835"
"Temperature change","Slovakia","Temperature change","December","2007","°C","-0.286"
"Temperature change","Slovakia","Temperature change","December","2008","°C","2.169"
"Temperature change","Slovakia","Temperature change","December","2009","°C","0.523"
"Temperature change","Slovakia","Temperature change","December","2010","°C","-2.599"
"Temperature change","Slovakia","Temperature change","December","2011","°C","2.21"
"Temperature change","Slovakia","Temperature change","December","2012","°C","-1.088"
"Temperature change","Slovakia","Temperature change","December","2013","°C","2.008"
"Temperature change","Slovenia","Temperature change","January","2000","°C","-0.669"
"Temperature change","Slovenia","Temperature change","January","2001","°C","2.782"
"Temperature change","Slovenia","Temperature change","January","2002","°C","1.169"
"Temperature change","Slovenia","Temperature change","January","2003","°C","0.119"
"Temperature change","Slovenia","Temperature change","January","2004","°C","-0.072"
"Temperature change","Slovenia","Temperature change","January","2005","°C","1.217"
"Temperature change","Slovenia","Temperature change","January","2006","°C","-1.415"
"Temperature change","Slovenia","Temperature change","January","2007","°C","5.53"
"Temperature change","Slovenia","Temperature change","January","2008","°C","3.805"
"Temperature change","Slovenia","Temperature change","January","2009","°C","-0.24"
"Temperature change","Slovenia","Temperature change","January","2010","°C","-0.618"
"Temperature change","Slovenia","Temperature change","January","2011","°C","1.828"
"Temperature change","Slovenia","Temperature change","January","2012","°C","2.144"
"Temperature change","Slovenia","Temperature change","January","2013","°C","2.174"
"Temperature change","Slovenia","Temperature change","February","2000","°C","2.813"
"Temperature change","Slovenia","Temperature change","February","2001","°C","2.517"
"Temperature change","Slovenia","Temperature change","February","2002","°C","4.033"
"Temperature change","Slovenia","Temperature change","February","2003","°C","-2.988"
"Temperature change","Slovenia","Temperature change","February","2004","°C","1.099"
"Temperature change","Slovenia","Temperature change","February","2005","°C","-2.578"
"Temperature change","Slovenia","Temperature change","February","2006","°C","-0.669"
"Temperature change","Slovenia","Temperature change","February","2007","°C","4.314"
"Temperature change","Slovenia","Temperature change","February","2008","°C","3.048"
"Temperature change","Slovenia","Temperature change","February","2009","°C","0.639"
"Temperature change","Slovenia","Temperature change","February","2010","°C","0.089"
"Temperature change","Slovenia","Temperature change","February","2011","°C","0.495"
"Temperature change","Slovenia","Temperature change","February","2012","°C","-3.412"
"Temperature change","Slovenia","Temperature change","February","2013","°C","-0.494"
"Temperature change","Slovenia","Temperature change","March","2000","°C","1.796"
"Temperature change","Slovenia","Temperature change","March","2001","°C","3.525"
"Temperature change","Slovenia","Temperature change","March","2002","°C","3.123"
"Temperature change","Slovenia","Temperature change","March","2003","°C","1.783"
"Temperature change","Slovenia","Temperature change","March","2004","°C","-0.342"
"Temperature change","Slovenia","Temperature change","March","2005","°C","-0.454"
"Temperature change","Slovenia","Temperature change","March","2006","°C","-0.943"
"Temperature change","Slovenia","Temperature change","March","2007","°C","2.803"
"Temperature change","Slovenia","Temperature change","March","2008","°C","1.187"
"Temperature change","Slovenia","Temperature change","March","2009","°C","1.153"
"Temperature change","Slovenia","Temperature change","March","2010","°C","0.767"
"Temperature change","Slovenia","Temperature change","March","2011","°C","1.473"
"Temperature change","Slovenia","Temperature change","March","2012","°C","3.943"
"Temperature change","Slovenia","Temperature change","March","2013","°C","-0.944"
"Temperature change","Slovenia","Temperature change","April","2000","°C","3.414"
"Temperature change","Slovenia","Temperature change","April","2001","°C","-0.053"
"Temperature change","Slovenia","Temperature change","April","2002","°C","0.374"
"Temperature change","Slovenia","Temperature change","April","2003","°C","0.087"
"Temperature change","Slovenia","Temperature change","April","2004","°C","1.129"
"Temperature change","Slovenia","Temperature change","April","2005","°C","0.949"
"Temperature change","Slovenia","Temperature change","April","2006","°C","1.666"
"Temperature change","Slovenia","Temperature change","April","2007","°C","3.856"
"Temperature change","Slovenia","Temperature change","April","2008","°C","1.077"
"Temperature change","Slovenia","Temperature change","April","2009","°C","3.629"
"Temperature change","Slovenia","Temperature change","April","2010","°C","1.357"
"Temperature change","Slovenia","Temperature change","April","2011","°C","3.292"
"Temperature change","Slovenia","Temperature change","April","2012","°C","1.519"
"Temperature change","Slovenia","Temperature change","April","2013","°C","2.165"
"Temperature change","Slovenia","Temperature change","May","2000","°C","2.629"
"Temperature change","Slovenia","Temperature change","May","2001","°C","2.983"
"Temperature change","Slovenia","Temperature change","May","2002","°C","2.734"
"Temperature change","Slovenia","Temperature change","May","2003","°C","3.778"
"Temperature change","Slovenia","Temperature change","May","2004","°C","-0.526"
"Temperature change","Slovenia","Temperature change","May","2005","°C","1.763"
"Temperature change","Slovenia","Temperature change","May","2006","°C","0.929"
"Temperature change","Slovenia","Temperature change","May","2007","°C","2.769"
"Temperature change","Slovenia","Temperature change","May","2008","°C","2.18"
"Temperature change","Slovenia","Temperature change","May","2009","°C","3.177"
"Temperature change","Slovenia","Temperature change","May","2010","°C","0.93"
"Temperature change","Slovenia","Temperature change","May","2011","°C","1.851"
"Temperature change","Slovenia","Temperature change","May","2012","°C","1.666"
"Temperature change","Slovenia","Temperature change","May","2013","°C","0.785"
"Temperature change","Slovenia","Temperature change","June","2000","°C","2.341"
"Temperature change","Slovenia","Temperature change","June","2001","°C","-0.019"
"Temperature change","Slovenia","Temperature change","June","2002","°C","2.685"
"Temperature change","Slovenia","Temperature change","June","2003","°C","5.138"
"Temperature change","Slovenia","Temperature change","June","2004","°C","0.574"
"Temperature change","Slovenia","Temperature change","June","2005","°C","1.455"
"Temperature change","Slovenia","Temperature change","June","2006","°C","1.46"
"Temperature change","Slovenia","Temperature change","June","2007","°C","2.824"
"Temperature change","Slovenia","Temperature change","June","2008","°C","2.327"
"Temperature change","Slovenia","Temperature change","June","2009","°C","0.596"
"Temperature change","Slovenia","Temperature change","June","2010","°C","1.551"
"Temperature change","Slovenia","Temperature change","June","2011","°C","1.83"
"Temperature change","Slovenia","Temperature change","June","2012","°C","2.932"
"Temperature change","Slovenia","Temperature change","June","2013","°C","1.182"
"Temperature change","Slovenia","Temperature change","July","2000","°C","-0.123"
"Temperature change","Slovenia","Temperature change","July","2001","°C","1.75"
"Temperature change","Slovenia","Temperature change","July","2002","°C","1.856"
"Temperature change","Slovenia","Temperature change","July","2003","°C","2.649"
"Temperature change","Slovenia","Temperature change","July","2004","°C","0.958"
"Temperature change","Slovenia","Temperature change","July","2005","°C","1.313"
"Temperature change","Slovenia","Temperature change","July","2006","°C","3.596"
"Temperature change","Slovenia","Temperature change","July","2007","°C","2.199"
"Temperature change","Slovenia","Temperature change","July","2008","°C","1.531"
"Temperature change","Slovenia","Temperature change","July","2009","°C","1.88"
"Temperature change","Slovenia","Temperature change","July","2010","°C","2.995"
"Temperature change","Slovenia","Temperature change","July","2011","°C","0.899"
"Temperature change","Slovenia","Temperature change","July","2012","°C","2.893"
"Temperature change","Slovenia","Temperature change","July","2013","°C","3.086"
"Temperature change","Slovenia","Temperature change","August","2000","°C","2.802"
"Temperature change","Slovenia","Temperature change","August","2001","°C","3.152"
"Temperature change","Slovenia","Temperature change","August","2002","°C","1.407"
"Temperature change","Slovenia","Temperature change","August","2003","°C","5.187"
"Temperature change","Slovenia","Temperature change","August","2004","°C","1.715"
"Temperature change","Slovenia","Temperature change","August","2005","°C","-0.451"
"Temperature change","Slovenia","Temperature change","August","2006","°C","-0.902"
"Temperature change","Slovenia","Temperature change","August","2007","°C","1.329"
"Temperature change","Slovenia","Temperature change","August","2008","°C","1.816"
"Temperature change","Slovenia","Temperature change","August","2009","°C","2.861"
"Temperature change","Slovenia","Temperature change","August","2010","°C","1.14"
"Temperature change","Slovenia","Temperature change","August","2011","°C","3.053"
"Temperature change","Slovenia","Temperature change","August","2012","°C","3.553"
"Temperature change","Slovenia","Temperature change","August","2013","°C","2.841"
"Temperature change","Slovenia","Temperature change","September","2000","°C","0.758"
"Temperature change","Slovenia","Temperature change","September","2001","°C","-1.574"
"Temperature change","Slovenia","Temperature change","September","2002","°C","-0.557"
"Temperature change","Slovenia","Temperature change","September","2003","°C","0.091"
"Temperature change","Slovenia","Temperature change","September","2004","°C","0.327"
"Temperature change","Slovenia","Temperature change","September","2005","°C","1.114"
"Temperature change","Slovenia","Temperature change","September","2006","°C","2.11"
"Temperature change","Slovenia","Temperature change","September","2007","°C","-1.133"
"Temperature change","Slovenia","Temperature change","September","2008","°C","-0.493"
"Temperature change","Slovenia","Temperature change","September","2009","°C","2.172"
"Temperature change","Slovenia","Temperature change","September","2010","°C","-0.724"
"Temperature change","Slovenia","Temperature change","September","2011","°C","3.598"
"Temperature change","Slovenia","Temperature change","September","2012","°C","1.652"
"Temperature change","Slovenia","Temperature change","September","2013","°C","0.474"
"Temperature change","Slovenia","Temperature change","October","2000","°C","2.564"
"Temperature change","Slovenia","Temperature change","October","2001","°C","3.762"
"Temperature change","Slovenia","Temperature change","October","2002","°C","0.707"
"Temperature change","Slovenia","Temperature change","October","2003","°C","-1.674"
"Temperature change","Slovenia","Temperature change","October","2004","°C","2.474"
"Temperature change","Slovenia","Temperature change","October","2005","°C","1.229"
"Temperature change","Slovenia","Temperature change","October","2006","°C","2.918"
"Temperature change","Slovenia","Temperature change","October","2007","°C","-0.326"
"Temperature change","Slovenia","Temperature change","October","2008","°C","1.756"
"Temperature change","Slovenia","Temperature change","October","2009","°C","0.488"
"Temperature change","Slovenia","Temperature change","October","2010","°C","-1.122"
"Temperature change","Slovenia","Temperature change","October","2011","°C","0.042"
"Temperature change","Slovenia","Temperature change","October","2012","°C","1.323"
"Temperature change","Slovenia","Temperature change","October","2013","°C","2.238"
"Temperature change","Slovenia","Temperature change","November","2000","°C","3.181"
"Temperature change","Slovenia","Temperature change","November","2001","°C","-1.121"
"Temperature change","Slovenia","Temperature change","November","2002","°C","3.576"
"Temperature change","Slovenia","Temperature change","November","2003","°C","2.406"
"Temperature change","Slovenia","Temperature change","November","2004","°C","0.72"
"Temperature change","Slovenia","Temperature change","November","2005","°C","-0.368"
"Temperature change","Slovenia","Temperature change","November","2006","°C","2.548"
"Temperature change","Slovenia","Temperature change","November","2007","°C","-0.604"
"Temperature change","Slovenia","Temperature change","November","2008","°C","1.468"
"Temperature change","Slovenia","Temperature change","November","2009","°C","2.215"
"Temperature change","Slovenia","Temperature change","November","2010","°C","2.408"
"Temperature change","Slovenia","Temperature change","November","2011","°C","-0.379"
"Temperature change","Slovenia","Temperature change","November","2012","°C","3.051"
"Temperature change","Slovenia","Temperature change","November","2013","°C","1.491"
"Temperature change","Slovenia","Temperature change","December","2000","°C","2.984"
"Temperature change","Slovenia","Temperature change","December","2001","°C","-2.804"
"Temperature change","Slovenia","Temperature change","December","2002","°C","0.94"
"Temperature change","Slovenia","Temperature change","December","2003","°C","1.123"
"Temperature change","Slovenia","Temperature change","December","2004","°C","1.015"
"Temperature change","Slovenia","Temperature change","December","2005","°C","-0.445"
"Temperature change","Slovenia","Temperature change","December","2006","°C","2.897"
"Temperature change","Slovenia","Temperature change","December","2007","°C","-0.355"
"Temperature change","Slovenia","Temperature change","December","2008","°C","1.431"
"Temperature change","Slovenia","Temperature change","December","2009","°C","0.921"
"Temperature change","Slovenia","Temperature change","December","2010","°C","-1.288"
"Temperature change","Slovenia","Temperature change","December","2011","°C","2.34"
"Temperature change","Slovenia","Temperature change","December","2012","°C","0.233"
"Temperature change","Slovenia","Temperature change","December","2013","°C","2.568"
"Temperature change","Spain","Temperature change","January","2000","°C","-1.226"
"Temperature change","Spain","Temperature change","January","2001","°C","1.737"
"Temperature change","Spain","Temperature change","January","2002","°C","1.44"
"Temperature change","Spain","Temperature change","January","2003","°C","0.201"
"Temperature change","Spain","Temperature change","January","2004","°C","1.747"
"Temperature change","Spain","Temperature change","January","2005","°C","-0.71"
"Temperature change","Spain","Temperature change","January","2006","°C","-0.761"
"Temperature change","Spain","Temperature change","January","2007","°C","0.784"
"Temperature change","Spain","Temperature change","January","2008","°C","1.836"
"Temperature change","Spain","Temperature change","January","2009","°C","-0.219"
"Temperature change","Spain","Temperature change","January","2010","°C","0.177"
"Temperature change","Spain","Temperature change","January","2011","°C","0.728"
"Temperature change","Spain","Temperature change","January","2012","°C","0.563"
"Temperature change","Spain","Temperature change","January","2013","°C","1.119"
"Temperature change","Spain","Temperature change","February","2000","°C","2.414"
"Temperature change","Spain","Temperature change","February","2001","°C","1.062"
"Temperature change","Spain","Temperature change","February","2002","°C","1.701"
"Temperature change","Spain","Temperature change","February","2003","°C","-0.37"
"Temperature change","Spain","Temperature change","February","2004","°C","0.565"
"Temperature change","Spain","Temperature change","February","2005","°C","-2.099"
"Temperature change","Spain","Temperature change","February","2006","°C","-0.672"
"Temperature change","Spain","Temperature change","February","2007","°C","2.132"
"Temperature change","Spain","Temperature change","February","2008","°C","2.255"
"Temperature change","Spain","Temperature change","February","2009","°C","0.322"
"Temperature change","Spain","Temperature change","February","2010","°C","0.259"
"Temperature change","Spain","Temperature change","February","2011","°C","1.008"
"Temperature change","Spain","Temperature change","February","2012","°C","-1.901"
"Temperature change","Spain","Temperature change","February","2013","°C","-0.34"
"Temperature change","Spain","Temperature change","March","2000","°C","1.509"
"Temperature change","Spain","Temperature change","March","2001","°C","3.05"
"Temperature change","Spain","Temperature change","March","2002","°C","1.686"
"Temperature change","Spain","Temperature change","March","2003","°C","1.95"
"Temperature change","Spain","Temperature change","March","2004","°C","-0.063"
"Temperature change","Spain","Temperature change","March","2005","°C","0.737"
"Temperature change","Spain","Temperature change","March","2006","°C","1.605"
"Temperature change","Spain","Temperature change","March","2007","°C","0.563"
"Temperature change","Spain","Temperature change","March","2008","°C","0.932"
"Temperature change","Spain","Temperature change","March","2009","°C","1.396"
